LP DATA SID BETTER WORSE
en-cs newstest2017 239 tuning-task-ufal_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 239 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 239 limsi-factored-norm.4957 LIUM-NMT.4947
en-cs newstest2017 239 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 239 tuning-task-baseline_8gb.sgm.0 PJATK.4761
en-cs newstest2017 239 tuning-task-baseline_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 239 tuning-task-baseline_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 234 online-B.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 234 online-A.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 235 online-A.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 235 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 235 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 235 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 235 online-A.0 PJATK.4761
en-cs newstest2017 236 tuning-task-afrl_4gb.sgm.0 PJATK.4761
en-cs newstest2017 236 tuning-task-ufal_4gb.sgm.0 PJATK.4761
en-cs newstest2017 236 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 236 online-B.0 PJATK.4761
en-cs newstest2017 236 tuning-task-ufal_8gb.sgm.0 PJATK.4761
en-cs newstest2017 237 tuning-task-afrl_4gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 237 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 237 tuning-task-ufal_4gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 230 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 230 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 230 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 230 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 230 LIUM-FNMT.4852 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 230 limsi-factored-norm.4957 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 230 LIUM-FNMT.4852 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 230 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 230 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 230 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 231 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 231 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 231 tuning-task-afrl_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 232 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 232 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 232 tuning-task-afrl_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 232 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 232 CU-Chimera.4886 online-A.0
en-cs newstest2017 232 LIUM-NMT.4947 online-A.0
en-cs newstest2017 232 online-B.0 online-A.0
en-cs newstest2017 232 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 232 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 232 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 232 tuning-task-afrl_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 232 LIUM-NMT.4947 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 233 uedin-nmt.4956 online-B.0
en-cs newstest2017 233 uedin-nmt.4956 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 233 LIUM-FNMT.4852 uedin-nmt.4956
en-cs newstest2017 233 uedin-nmt.4956 limsi-factored-norm.4957
en-cs newstest2017 233 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 233 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 233 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 233 tuning-task-afrl_4gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 233 CU-Chimera.4886 online-B.0
en-cs newstest2017 233 LIUM-FNMT.4852 online-B.0
en-cs newstest2017 233 LIUM-NMT.4947 online-B.0
en-cs newstest2017 233 CU-Chimera.4886 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 233 LIUM-FNMT.4852 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 233 LIUM-NMT.4947 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 233 CU-Chimera.4886 online-A.0
en-cs newstest2017 233 LIUM-FNMT.4852 online-A.0
en-cs newstest2017 233 CU-Chimera.4886 PJATK.4761
en-cs newstest2017 233 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 233 LIUM-FNMT.4852 CU-Chimera.4886
en-cs newstest2017 233 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 233 PJATK.4761 limsi-factored-norm.4957
en-cs newstest2017 233 CU-Chimera.4886 limsi-factored-norm.4957
en-cs newstest2017 233 LIUM-FNMT.4852 limsi-factored-norm.4957
en-cs newstest2017 233 LIUM-NMT.4947 limsi-factored-norm.4957
en-cs newstest2017 233 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 233 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 233 tuning-task-baseline_8gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 233 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 233 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 233 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2462 tuning-task-afrl_4gb.sgm.0 online-B.0
en-cs newstest2017 2462 online-A.0 online-B.0
en-cs newstest2017 2462 LIUM-FNMT.4852 online-B.0
en-cs newstest2017 2462 online-A.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2462 LIUM-FNMT.4852 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2462 tuning-task-baseline_8gb.sgm.0 online-B.0
en-cs newstest2017 2228 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2228 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 2228 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 2228 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2228 uedin-nmt.4956 online-B.0
en-cs newstest2017 2228 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2228 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 2228 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 2228 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2228 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 online-B.0 PJATK.4761
en-cs newstest2017 2229 online-B.0 LIUM-FNMT.4852
en-cs newstest2017 2229 online-B.0 limsi-factored-norm.4957
en-cs newstest2017 2229 online-B.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2229 tuning-task-afrl_8gb.sgm.0 PJATK.4761
en-cs newstest2017 2229 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 2229 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 tuning-task-afrl_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 tuning-task-baseline_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2229 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 2229 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2229 tuning-task-baseline_8gb.sgm.0 PJATK.4761
en-cs newstest2017 2229 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2229 tuning-task-ufal_4gb.sgm.0 PJATK.4761
en-cs newstest2017 2229 tuning-task-ufal_4gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2226 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2226 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2226 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 2226 uedin-nmt.4956 LIUM-FNMT.4852
en-cs newstest2017 2226 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2227 PJATK.4761 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2227 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2227 PJATK.4761 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2227 PJATK.4761 limsi-factored-norm.4957
en-cs newstest2017 2227 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2224 tuning-task-afrl_8gb.sgm.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 online-A.0
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 PJATK.4761
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 online-B.0
en-cs newstest2017 2225 limsi-factored-norm.4957 online-A.0
en-cs newstest2017 2225 online-B.0 LIUM-FNMT.4852
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2225 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2225 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 2225 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 2225 tuning-task-afrl_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2225 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2225 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2222 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 2222 tuning-task-denisov_4gb.sgm.0 online-A.0
en-cs newstest2017 2222 CU-Chimera.4886 online-A.0
en-cs newstest2017 2223 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 online-A.0 uedin-nmt.4956
en-cs newstest2017 2223 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 2223 uedin-nmt.4956 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2223 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2223 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2223 online-A.0 PJATK.4761
en-cs newstest2017 2223 online-A.0 LIUM-NMT.4947
en-cs newstest2017 2223 CU-Chimera.4886 PJATK.4761
en-cs newstest2017 2223 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 2223 online-A.0 online-B.0
en-cs newstest2017 2223 online-B.0 PJATK.4761
en-cs newstest2017 2223 online-A.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 CU-Chimera.4886 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 online-B.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 LIUM-NMT.4947 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2223 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2223 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2223 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2223 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 2223 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2223 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2223 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2223 LIUM-NMT.4947 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2223 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2220 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2220 tuning-task-ufal_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2220 LIUM-FNMT.4852 online-A.0
en-cs newstest2017 2220 LIUM-FNMT.4852 CU-Chimera.4886
en-cs newstest2017 2220 online-A.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 LIUM-FNMT.4852 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 LIUM-NMT.4947 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2220 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2220 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2220 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 online-A.0
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2220 tuning-task-baseline_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2221 uedin-nmt.4956 online-B.0
en-cs newstest2017 2221 tuning-task-ufal_8gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 2221 tuning-task-ufal_4gb.sgm.0 online-B.0
en-cs newstest2017 2221 PJATK.4761 online-B.0
en-cs newstest2017 2221 limsi-factored-norm.4957 online-B.0
en-cs newstest2017 2221 tuning-task-ufal_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2221 tuning-task-ufal_8gb.sgm.0 PJATK.4761
en-cs newstest2017 2221 tuning-task-ufal_8gb.sgm.0 online-B.0
en-cs newstest2017 1 PJATK.4761 online-A.0
en-cs newstest2017 1 PJATK.4761 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2707 LIUM-FNMT.4852 online-B.0
en-cs newstest2017 2707 CU-Chimera.4886 online-B.0
en-cs newstest2017 2707 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2707 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2707 tuning-task-baseline_8gb.sgm.0 online-B.0
en-cs newstest2017 2707 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 147 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 147 tuning-task-denisov_4gb.sgm.0 PJATK.4761
en-cs newstest2017 147 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 147 online-A.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 147 online-A.0 PJATK.4761
en-cs newstest2017 144 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 144 uedin-nmt.4956 online-A.0
en-cs newstest2017 144 uedin-nmt.4956 online-B.0
en-cs newstest2017 144 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 144 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 144 tuning-task-ufal_4gb.sgm.0 online-B.0
en-cs newstest2017 144 CU-Chimera.4886 online-B.0
en-cs newstest2017 144 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 144 tuning-task-ufal_8gb.sgm.0 online-B.0
en-cs newstest2017 144 tuning-task-ufal_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 144 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 145 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 145 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 145 uedin-nmt.4956 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 145 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 145 uedin-nmt.4956 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 145 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 145 PJATK.4761 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 145 tuning-task-afrl_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 145 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 145 LIUM-NMT.4947 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 145 PJATK.4761 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 145 tuning-task-afrl_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 145 LIUM-NMT.4947 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 uedin-nmt.4956 online-B.0
en-cs newstest2017 142 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 tuning-task-afrl_4gb.sgm.0 online-B.0
en-cs newstest2017 142 tuning-task-afrl_4gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 142 limsi-factored-norm.4957 online-A.0
en-cs newstest2017 142 CU-Chimera.4886 online-B.0
en-cs newstest2017 142 limsi-factored-norm.4957 online-B.0
en-cs newstest2017 142 tuning-task-afrl_4gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 142 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 143 online-A.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 143 LIUM-NMT.4947 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 143 limsi-factored-norm.4957 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 143 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 143 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 143 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 143 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 143 LIUM-NMT.4947 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 143 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 140 LIUM-NMT.4947 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 140 online-B.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 140 LIUM-NMT.4947 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 140 LIUM-NMT.4947 online-A.0
en-cs newstest2017 140 online-B.0 online-A.0
en-cs newstest2017 140 tuning-task-afrl_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 140 LIUM-NMT.4947 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 141 PJATK.4761 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 141 CU-Chimera.4886 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 999 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 999 uedin-nmt.4956 online-A.0
en-cs newstest2017 999 limsi-factored-norm.4957 uedin-nmt.4956
en-cs newstest2017 999 PJATK.4761 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 LIUM-NMT.4947 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 999 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 999 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 999 LIUM-FNMT.4852 online-A.0
en-cs newstest2017 999 LIUM-NMT.4947 online-A.0
en-cs newstest2017 999 limsi-factored-norm.4957 online-A.0
en-cs newstest2017 999 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 999 LIUM-NMT.4947 CU-Chimera.4886
en-cs newstest2017 999 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 LIUM-NMT.4947 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 999 limsi-factored-norm.4957 CU-Chimera.4886
en-cs newstest2017 999 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 999 limsi-factored-norm.4957 LIUM-NMT.4947
en-cs newstest2017 999 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 999 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 148 LIUM-FNMT.4852 online-B.0
en-cs newstest2017 148 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 148 LIUM-FNMT.4852 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 998 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 998 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 998 online-B.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 998 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 998 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 998 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 998 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2088 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 2088 limsi-factored-norm.4957 uedin-nmt.4956
en-cs newstest2017 2088 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2088 tuning-task-afrl_4gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2088 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2088 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2088 tuning-task-afrl_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2088 limsi-factored-norm.4957 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2088 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 2088 CU-Chimera.4886 LIUM-NMT.4947
en-cs newstest2017 2088 limsi-factored-norm.4957 CU-Chimera.4886
en-cs newstest2017 2088 limsi-factored-norm.4957 LIUM-NMT.4947
en-cs newstest2017 2089 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 2089 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 2089 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2089 uedin-nmt.4956 limsi-factored-norm.4957
en-cs newstest2017 2089 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2089 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 2089 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 2089 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 2089 tuning-task-denisov_4gb.sgm.0 PJATK.4761
en-cs newstest2017 2089 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2089 tuning-task-denisov_4gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 2089 tuning-task-denisov_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2089 LIUM-FNMT.4852 limsi-factored-norm.4957
en-cs newstest2017 2089 LIUM-NMT.4947 limsi-factored-norm.4957
en-cs newstest2017 2089 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2089 LIUM-NMT.4947 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2082 tuning-task-afrl_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2082 online-A.0 tuning-task-ufal_4gb.sgm.0
